	antec	licenser	is_cataphoric	cl_distance	node_id	nsp_score	same_mod	same_mod_class	l_mod_class	subj_imperat	is_rel	y
521	cancan21-0101-0017-17	cancan21-0101-0021-24	0.0	10.0	0.17	0.08643084019422531	1.0	1.0	2.0	0.0	0.0	0.0
522	cancan21-0101-0018-2	cancan21-0101-0021-24	0.0	9.0	0.02	0.25591352581977844	0.0	0.0	2.0	0.0	0.0	0.0
523	cancan21-0101-0018-4	cancan21-0101-0021-24	0.0	9.0	0.04	0.25591352581977844	0.0	0.0	2.0	0.0	0.0	0.0
524	cancan21-0101-0018-15	cancan21-0101-0021-24	0.0	8.0	0.15	0.0715397447347641	0.0	0.0	2.0	0.0	0.0	0.0
525	cancan21-0101-0019-2	cancan21-0101-0021-24	0.0	7.0	0.02	0.22063180804252625	1.0	1.0	2.0	0.0	0.0	0.0
526	cancan21-0101-0019-5	cancan21-0101-0021-24	0.0	7.0	0.05	0.22063180804252625	0.0	0.0	2.0	0.0	0.0	0.0
527	cancan21-0101-0019-13	cancan21-0101-0021-24	0.0	6.0	0.13	0.00012305242125876248	0.0	0.0	2.0	0.0	0.0	0.0
528	cancan21-0101-0019-38	cancan21-0101-0021-24	0.0	5.0	0.38	0.001732559408992529	0.0	0.0	2.0	0.0	0.0	0.0
529	cancan21-0101-0021-3	cancan21-0101-0021-24	0.0	3.0	0.03	0.04060530662536621	0.0	0.0	2.0	0.0	0.0	0.0
530	cancan21-0101-0021-12	cancan21-0101-0021-24	0.0	2.0	0.12	0.2432166337966919	0.0	0.0	2.0	0.0	1.0	0.0
531	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
532	cancan21-0101-0022-2	cancan21-0101-0021-24	1.0	1.0	-0.02	0.09424799680709839	0.0	0.0	2.0	0.0	0.0	0.0
533	cancan21-0101-0022-4	cancan21-0101-0021-24	1.0	1.0	-0.04	0.09424799680709839	0.0	0.0	2.0	0.0	0.0	0.0
534	cancan21-0101-0022-9	cancan21-0101-0021-24	1.0	1.0	-0.09	0.09424799680709839	0.0	0.0	2.0	0.0	0.0	0.0
535	cancan21-0101-0022-21	cancan21-0101-0021-24	1.0	2.0	-0.21	0.02433807961642742	0.0	0.0	2.0	0.0	0.0	0.0
536	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
537	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
538	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
539	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
540	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
541	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
542	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
543	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
544	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
545	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
546	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
547	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
548	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
549	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
550	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
551	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
552	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
553	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
554	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
555	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
556	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
557	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
558	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
559	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
560	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
561	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
562	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
563	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
564	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
565	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
566	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
567	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
568	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
569	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
570	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
571	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
572	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
573	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
574	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
575	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
576	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
577	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
578	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
579	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
580	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
581	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
582	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
583	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
584	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
585	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
586	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
587	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
588	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
589	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
590	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
591	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
592	cancan21-0101-0021-16	cancan21-0101-0021-24	0.0	1.0	0.16	0.026749100536108017	0.0	0.0	2.0	0.0	0.0	1.0
593	cancan21-0116-0000-9	cancan21-0116-0006-22	0.0	20.0	0.09	0.9809249043464661	0.0	0.0	2.0	0.0	0.0	0.0
594	cancan21-0116-0001-8	cancan21-0116-0006-22	0.0	19.0	0.08	0.7815147042274475	0.0	0.0	2.0	0.0	1.0	0.0
595	cancan21-0116-0001-15	cancan21-0116-0006-22	0.0	18.0	0.15	0.9648706912994385	0.0	0.0	2.0	0.0	0.0	0.0
596	cancan21-0116-0001-24	cancan21-0116-0006-22	0.0	17.0	0.24	0.41750845313072205	0.0	0.0	2.0	0.0	0.0	0.0
597	cancan21-0116-0002-3	cancan21-0116-0006-22	0.0	16.0	0.03	0.028073720633983612	0.0	0.0	2.0	0.0	0.0	0.0
598	cancan21-0116-0002-9	cancan21-0116-0006-22	0.0	15.0	0.09	0.13844293355941772	0.0	0.0	2.0	0.0	0.0	0.0
599	cancan21-0116-0002-10	cancan21-0116-0006-22	0.0	15.0	0.1	0.13844293355941772	0.0	0.0	2.0	0.0	0.0	0.0
600	cancan21-0116-0002-14	cancan21-0116-0006-22	0.0	15.0	0.14	0.13844293355941772	1.0	1.0	2.0	0.0	1.0	0.0
601	cancan21-0116-0002-21	cancan21-0116-0006-22	0.0	14.0	0.21	0.9851177930831909	0.0	0.0	2.0	0.0	1.0	0.0
602	cancan21-0116-0002-24	cancan21-0116-0006-22	0.0	14.0	0.24	0.9851177930831909	0.0	0.0	2.0	1.0	0.0	0.0
603	cancan21-0116-0003-1	cancan21-0116-0006-22	0.0	13.0	0.01	0.6622000336647034	0.0	0.0	2.0	0.0	0.0	0.0
604	cancan21-0116-0003-20	cancan21-0116-0006-22	0.0	12.0	0.2	0.0061930338852107525	0.0	0.0	2.0	0.0	0.0	0.0
605	cancan21-0116-0003-28	cancan21-0116-0006-22	0.0	11.0	0.28	0.29386380314826965	0.0	0.0	2.0	0.0	0.0	0.0
606	cancan21-0116-0003-38	cancan21-0116-0006-22	0.0	10.0	0.38	0.3759021461009979	0.0	0.0	2.0	0.0	1.0	0.0
607	cancan21-0116-0004-5	cancan21-0116-0006-22	0.0	9.0	0.05	0.22451557219028473	0.0	0.0	2.0	0.0	0.0	0.0
608	cancan21-0116-0004-16	cancan21-0116-0006-22	0.0	8.0	0.16	0.16909675300121307	0.0	0.0	2.0	0.0	0.0	0.0
609	cancan21-0116-0004-23	cancan21-0116-0006-22	0.0	7.0	0.23	0.33151912689208984	0.0	0.0	2.0	0.0	0.0	0.0
610	cancan21-0116-0004-25	cancan21-0116-0006-22	0.0	7.0	0.25	0.33151912689208984	0.0	0.0	2.0	1.0	0.0	0.0
611	cancan21-0116-0004-29	cancan21-0116-0006-22	0.0	6.0	0.29	0.09376133978366852	1.0	1.0	2.0	0.0	0.0	0.0
612	cancan21-0116-0004-45	cancan21-0116-0006-22	0.0	5.0	0.45	0.9751006960868835	0.0	0.0	2.0	0.0	0.0	0.0
613	cancan21-0116-0005-1	cancan21-0116-0006-22	0.0	4.0	0.01	0.16121475398540497	0.0	0.0	2.0	0.0	0.0	0.0
614	cancan21-0116-0005-22	cancan21-0116-0006-22	0.0	3.0	0.22	0.9729832410812378	0.0	0.0	2.0	0.0	0.0	0.0
615	cancan21-0116-0006-6	cancan21-0116-0006-22	0.0	2.0	0.06	0.9552093148231506	0.0	0.0	2.0	0.0	0.0	0.0
616	cancan21-0116-0006-14	cancan21-0116-0006-22	0.0	1.0	0.14	0.21960583329200745	0.0	0.0	2.0	1.0	0.0	1.0
617	cancan21-0116-0007-3	cancan21-0116-0006-22	1.0	1.0	-0.03	0.00037307076854631305	0.0	0.0	2.0	0.0	0.0	0.0
618	cancan21-0116-0007-12	cancan21-0116-0006-22	1.0	2.0	-0.12	0.21665577590465546	0.0	0.0	2.0	0.0	0.0	0.0
619	cancan21-0116-0006-14	cancan21-0116-0006-22	0.0	1.0	0.14	0.21960583329200745	0.0	0.0	2.0	1.0	0.0	1.0
620	cancan21-0116-0006-14	cancan21-0116-0006-22	0.0	1.0	0.14	0.21960583329200745	0.0	0.0	2.0	1.0	0.0	1.0
621	cancan21-0116-0006-14	cancan21-0116-0006-22	0.0	1.0	0.14	0.21960583329200745	0.0	0.0	2.0	1.0	0.0	1.0
622	cancan21-0116-0006-14	cancan21-0116-0006-22	0.0	1.0	0.14	0.21960583329200745	0.0	0.0	2.0	1.0	0.0	1.0
623	cancan21-0116-0006-14	cancan21-0116-0006-22	0.0	1.0	0.14	0.21960583329200745	0.0	0.0	2.0	1.0	0.0	1.0
624	cancan21-0116-0006-14	cancan21-0116-0006-22	0.0	1.0	0.14	0.21960583329200745	0.0	0.0	2.0	1.0	0.0	1.0
625	cancan21-0116-0006-14	cancan21-0116-0006-22	0.0	1.0	0.14	0.21960583329200745	0.0	0.0	2.0	1.0	0.0	1.0
626	cancan21-0116-0006-14	cancan21-0116-0006-22	0.0	1.0	0.14	0.21960583329200745	0.0	0.0	2.0	1.0	0.0	1.0
627	cancan21-0116-0006-14	cancan21-0116-0006-22	0.0	1.0	0.14	0.21960583329200745	0.0	0.0	2.0	1.0	0.0	1.0
628	cancan21-0116-0006-14	cancan21-0116-0006-22	0.0	1.0	0.14	0.21960583329200745	0.0	0.0	2.0	1.0	0.0	1.0
629	cancan21-0116-0006-14	cancan21-0116-0006-22	0.0	1.0	0.14	0.21960583329200745	0.0	0.0	2.0	1.0	0.0	1.0
630	cancan21-0116-0006-14	cancan21-0116-0006-22	0.0	1.0	0.14	0.21960583329200745	0.0	0.0	2.0	1.0	0.0	1.0
631	cancan21-0116-0006-14	cancan21-0116-0006-22	0.0	1.0	0.14	0.21960583329200745	0.0	0.0	2.0	1.0	0.0	1.0
632	cancan21-0116-0006-14	cancan21-0116-0006-22	0.0	1.0	0.14	0.21960583329200745	0.0	0.0	2.0	1.0	0.0	1.0
633	cancan21-0116-0006-14	cancan21-0116-0006-22	0.0	1.0	0.14	0.21960583329200745	0.0	0.0	2.0	1.0	0.0	1.0
634	cancan21-0116-0006-14	cancan21-0116-0006-22	0.0	1.0	0.14	0.21960583329200745	0.0	0.0	2.0	1.0	0.0	1.0
635	cancan21-0116-0006-14	cancan21-0116-0006-22	0.0	1.0	0.14	0.21960583329200745	0.0	0.0	2.0	1.0	0.0	1.0
636	cancan21-0116-0006-14	cancan21-0116-0006-22	0.0	1.0	0.14	0.21960583329200745	0.0	0.0	2.0	1.0	0.0	1.0
637	cancan21-0116-0006-14	cancan21-0116-0006-22	0.0	1.0	0.14	0.21960583329200745	0.0	0.0	2.0	1.0	0.0	1.0
638	cancan21-0116-0006-14	cancan21-0116-0006-22	0.0	1.0	0.14	0.21960583329200745	0.0	0.0	2.0	1.0	0.0	1.0
639	cancan21-0116-0006-14	cancan21-0116-0006-22	0.0	1.0	0.14	0.21960583329200745	0.0	0.0	2.0	1.0	0.0	1.0
640	cancan21-0116-0006-14	cancan21-0116-0006-22	0.0	1.0	0.14	0.21960583329200745	0.0	0.0	2.0	1.0	0.0	1.0
641	cancan21-0116-0006-14	cancan21-0116-0006-22	0.0	1.0	0.14	0.21960583329200745	0.0	0.0	2.0	1.0	0.0	1.0
642	cancan21-0116-0006-14	cancan21-0116-0006-22	0.0	1.0	0.14	0.21960583329200745	0.0	0.0	2.0	1.0	0.0	1.0
643	cancan21-0116-0006-14	cancan21-0116-0006-22	0.0	1.0	0.14	0.21960583329200745	0.0	0.0	2.0	1.0	0.0	1.0
644	cancan21-0150-0000-7	cancan21-0150-0007-13	0.0	14.0	0.07	0.26937076449394226	0.0	0.0	2.0	0.0	0.0	0.0
645	cancan21-0150-0000-9	cancan21-0150-0007-13	0.0	14.0	0.09	0.26937076449394226	0.0	0.0	2.0	0.0	0.0	0.0
646	cancan21-0150-0000-13	cancan21-0150-0007-13	0.0	14.0	0.13	0.26937076449394226	0.0	0.0	2.0	1.0	0.0	0.0
647	cancan21-0150-0001-6	cancan21-0150-0007-13	0.0	13.0	0.06	0.02431691624224186	0.0	0.0	2.0	0.0	0.0	0.0
648	cancan21-0150-0001-17	cancan21-0150-0007-13	0.0	12.0	0.17	0.37829670310020447	1.0	1.0	2.0	0.0	0.0	0.0
649	cancan21-0150-0001-19	cancan21-0150-0007-13	0.0	12.0	0.19	0.37829670310020447	0.0	0.0	2.0	1.0	0.0	0.0
650	cancan21-0150-0002-1	cancan21-0150-0007-13	0.0	11.0	0.01	0.1601313054561615	0.0	0.0	2.0	0.0	0.0	0.0
651	cancan21-0150-0002-10	cancan21-0150-0007-13	0.0	10.0	0.1	0.48621857166290283	0.0	0.0	2.0	0.0	0.0	0.0
652	cancan21-0150-0003-4	cancan21-0150-0007-13	0.0	9.0	0.04	0.19760820269584656	0.0	0.0	2.0	0.0	0.0	0.0
653	cancan21-0150-0003-6	cancan21-0150-0007-13	0.0	9.0	0.06	0.19760820269584656	0.0	0.0	2.0	1.0	0.0	0.0
654	cancan21-0150-0003-9	cancan21-0150-0007-13	0.0	9.0	0.09	0.19760820269584656	1.0	1.0	2.0	0.0	0.0	0.0
655	cancan21-0150-0003-17	cancan21-0150-0007-13	0.0	8.0	0.17	0.005047200247645378	0.0	0.0	2.0	0.0	0.0	0.0
656	cancan21-0150-0004-1	cancan21-0150-0007-13	0.0	7.0	0.01	0.8090875744819641	0.0	0.0	2.0	0.0	0.0	0.0
657	cancan21-0150-0004-4	cancan21-0150-0007-13	0.0	7.0	0.04	0.8090875744819641	1.0	1.0	2.0	0.0	0.0	0.0
658	cancan21-0150-0005-4	cancan21-0150-0007-13	0.0	6.0	0.04	0.5526999831199646	1.0	1.0	2.0	0.0	0.0	0.0
659	cancan21-0150-0005-10	cancan21-0150-0007-13	0.0	5.0	0.1	0.12930555641651154	0.0	0.0	2.0	0.0	0.0	0.0
660	cancan21-0150-0005-12	cancan21-0150-0007-13	0.0	5.0	0.12	0.12930555641651154	1.0	1.0	2.0	0.0	0.0	0.0
661	cancan21-0150-0006-4	cancan21-0150-0007-13	0.0	4.0	0.04	0.8703984618186951	0.0	0.0	2.0	0.0	0.0	0.0
662	cancan21-0150-0006-12	cancan21-0150-0007-13	0.0	3.0	0.12	0.23245689272880554	1.0	1.0	2.0	0.0	0.0	0.0
663	cancan21-0150-0006-14	cancan21-0150-0007-13	0.0	3.0	0.14	0.23245689272880554	1.0	1.0	2.0	0.0	0.0	0.0
664	cancan21-0150-0007-3	cancan21-0150-0007-13	0.0	2.0	0.03	0.9880664348602295	0.0	0.0	2.0	0.0	0.0	0.0
665	cancan21-0150-0007-5	cancan21-0150-0007-13	0.0	2.0	0.05	0.9880664348602295	0.0	0.0	2.0	1.0	0.0	0.0
666	cancan21-0150-0007-9	cancan21-0150-0007-13	0.0	1.0	0.09	0.7549027800559998	1.0	1.0	2.0	1.0	0.0	1.0
667	cancan21-0150-0008-2	cancan21-0150-0007-13	1.0	1.0	-0.02	0.01139021199196577	0.0	0.0	2.0	0.0	0.0	0.0
668	cancan21-0150-0008-9	cancan21-0150-0007-13	1.0	2.0	-0.09	0.03227916359901428	0.0	0.0	2.0	0.0	0.0	0.0
669	cancan21-0150-0007-9	cancan21-0150-0007-13	0.0	1.0	0.09	0.7549027800559998	1.0	1.0	2.0	1.0	0.0	1.0
670	cancan21-0150-0007-9	cancan21-0150-0007-13	0.0	1.0	0.09	0.7549027800559998	1.0	1.0	2.0	1.0	0.0	1.0
671	cancan21-0150-0007-9	cancan21-0150-0007-13	0.0	1.0	0.09	0.7549027800559998	1.0	1.0	2.0	1.0	0.0	1.0
672	cancan21-0150-0007-9	cancan21-0150-0007-13	0.0	1.0	0.09	0.7549027800559998	1.0	1.0	2.0	1.0	0.0	1.0
673	cancan21-0150-0007-9	cancan21-0150-0007-13	0.0	1.0	0.09	0.7549027800559998	1.0	1.0	2.0	1.0	0.0	1.0
674	cancan21-0150-0007-9	cancan21-0150-0007-13	0.0	1.0	0.09	0.7549027800559998	1.0	1.0	2.0	1.0	0.0	1.0
675	cancan21-0150-0007-9	cancan21-0150-0007-13	0.0	1.0	0.09	0.7549027800559998	1.0	1.0	2.0	1.0	0.0	1.0
676	cancan21-0150-0007-9	cancan21-0150-0007-13	0.0	1.0	0.09	0.7549027800559998	1.0	1.0	2.0	1.0	0.0	1.0
677	cancan21-0150-0007-9	cancan21-0150-0007-13	0.0	1.0	0.09	0.7549027800559998	1.0	1.0	2.0	1.0	0.0	1.0
678	cancan21-0150-0007-9	cancan21-0150-0007-13	0.0	1.0	0.09	0.7549027800559998	1.0	1.0	2.0	1.0	0.0	1.0
679	cancan21-0150-0007-9	cancan21-0150-0007-13	0.0	1.0	0.09	0.7549027800559998	1.0	1.0	2.0	1.0	0.0	1.0
680	cancan21-0150-0007-9	cancan21-0150-0007-13	0.0	1.0	0.09	0.7549027800559998	1.0	1.0	2.0	1.0	0.0	1.0
681	cancan21-0150-0007-9	cancan21-0150-0007-13	0.0	1.0	0.09	0.7549027800559998	1.0	1.0	2.0	1.0	0.0	1.0
682	cancan21-0150-0007-9	cancan21-0150-0007-13	0.0	1.0	0.09	0.7549027800559998	1.0	1.0	2.0	1.0	0.0	1.0
683	cancan21-0150-0007-9	cancan21-0150-0007-13	0.0	1.0	0.09	0.7549027800559998	1.0	1.0	2.0	1.0	0.0	1.0
684	cancan21-0150-0007-9	cancan21-0150-0007-13	0.0	1.0	0.09	0.7549027800559998	1.0	1.0	2.0	1.0	0.0	1.0
685	cancan21-0150-0007-9	cancan21-0150-0007-13	0.0	1.0	0.09	0.7549027800559998	1.0	1.0	2.0	1.0	0.0	1.0
686	cancan21-0150-0007-9	cancan21-0150-0007-13	0.0	1.0	0.09	0.7549027800559998	1.0	1.0	2.0	1.0	0.0	1.0
687	cancan21-0150-0007-9	cancan21-0150-0007-13	0.0	1.0	0.09	0.7549027800559998	1.0	1.0	2.0	1.0	0.0	1.0
688	cancan21-0150-0007-9	cancan21-0150-0007-13	0.0	1.0	0.09	0.7549027800559998	1.0	1.0	2.0	1.0	0.0	1.0
689	cancan21-0150-0007-9	cancan21-0150-0007-13	0.0	1.0	0.09	0.7549027800559998	1.0	1.0	2.0	1.0	0.0	1.0
690	cancan21-0150-0007-9	cancan21-0150-0007-13	0.0	1.0	0.09	0.7549027800559998	1.0	1.0	2.0	1.0	0.0	1.0
691	cancan21-0150-0007-9	cancan21-0150-0007-13	0.0	1.0	0.09	0.7549027800559998	1.0	1.0	2.0	1.0	0.0	1.0
692	cancan21-0150-0007-9	cancan21-0150-0007-13	0.0	1.0	0.09	0.7549027800559998	1.0	1.0	2.0	1.0	0.0	1.0
693	cancan21-0153-0000-5	cancan21-0153-0016-19	0.0	56.0	0.05	0.06548383831977844	0.0	0.0	2.0	0.0	0.0	0.0
694	cancan21-0153-0000-14	cancan21-0153-0016-19	0.0	55.0	0.14	0.5182061195373535	0.0	0.0	2.0	0.0	1.0	0.0
695	cancan21-0153-0000-20	cancan21-0153-0016-19	0.0	54.0	0.2	0.06892694532871246	0.0	0.0	2.0	0.0	0.0	0.0
696	cancan21-0153-0001-3	cancan21-0153-0016-19	0.0	53.0	0.03	0.2215665727853775	0.0	1.0	2.0	0.0	0.0	0.0
697	cancan21-0153-0001-8	cancan21-0153-0016-19	0.0	52.0	0.08	0.19608493149280548	0.0	0.0	2.0	0.0	0.0	0.0
698	cancan21-0153-0001-25	cancan21-0153-0016-19	0.0	51.0	0.25	0.05679047107696533	1.0	1.0	2.0	0.0	0.0	0.0
699	cancan21-0153-0002-2	cancan21-0153-0016-19	0.0	50.0	0.02	0.04541019722819328	0.0	0.0	2.0	0.0	0.0	0.0
700	cancan21-0153-0002-4	cancan21-0153-0016-19	0.0	50.0	0.04	0.04541019722819328	0.0	0.0	2.0	0.0	0.0	0.0
701	cancan21-0153-0002-16	cancan21-0153-0016-19	0.0	49.0	0.16	0.8853506445884705	0.0	0.0	2.0	0.0	0.0	0.0
702	cancan21-0153-0002-21	cancan21-0153-0016-19	0.0	48.0	0.21	0.828827977180481	0.0	0.0	2.0	0.0	0.0	0.0
703	cancan21-0153-0002-26	cancan21-0153-0016-19	0.0	47.0	0.26	0.47538214921951294	1.0	1.0	2.0	0.0	0.0	0.0
704	cancan21-0153-0003-1	cancan21-0153-0016-19	0.0	46.0	0.01	0.9320935606956482	0.0	0.0	2.0	0.0	0.0	0.0
705	cancan21-0153-0003-14	cancan21-0153-0016-19	0.0	45.0	0.14	0.6703110337257385	0.0	0.0	2.0	0.0	0.0	0.0
706	cancan21-0153-0003-21	cancan21-0153-0016-19	0.0	44.0	0.21	0.06608075648546219	0.0	0.0	2.0	0.0	0.0	0.0
707	cancan21-0153-0003-24	cancan21-0153-0016-19	0.0	44.0	0.24	0.06608075648546219	0.0	0.0	2.0	0.0	0.0	0.0
708	cancan21-0153-0003-35	cancan21-0153-0016-19	0.0	43.0	0.35	0.8879891633987427	0.0	0.0	2.0	0.0	0.0	0.0
709	cancan21-0153-0003-38	cancan21-0153-0016-19	0.0	42.0	0.38	0.8540297150611877	0.0	0.0	2.0	0.0	0.0	0.0
710	cancan21-0153-0003-45	cancan21-0153-0016-19	0.0	41.0	0.45	0.3363681733608246	0.0	1.0	2.0	0.0	1.0	0.0
